0.000000	0.000000	-1.000000	4.000000
0.100000	-0.079895	-0.595780	4.128880
0.200000	-0.118254	-0.164258	4.557426
0.300000	-0.110726	0.328291	5.364310
0.400000	-0.049160	0.924509	6.649045
0.500000	0.079392	1.677952	8.529704
0.600000	0.293845	2.654664	11.136314
0.700000	0.620377	3.933763	14.597366
0.800000	1.093690	5.606205	19.015858
0.900000	1.758009	7.770418	24.430129
1.000000	2.667420	10.523023	30.753260
1.100000	3.884924	13.942096	37.683270
1.200000	5.479312	18.059610	44.574668
1.300000	7.518567	22.818640	50.260452
1.400000	10.057995	28.009812	52.812786
1.500000	13.120690	33.180262	49.230877
1.600000	16.667195	37.507342	35.046982
1.700000	20.550435	39.628664	3.847370
1.800000	24.451102	37.420254	-53.283696
1.900000	27.787995	27.716269	-148.369754
2.000000	29.597266	5.967881	-297.139995
